Track,Artist,Album Name,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Popularity,YouTube Views,TikTok Views,Explicit Track,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,1/5/2022,TCAFY2118876,"1,783",34.5,437029775.0,67.0,60320365.0,261236772.0,0,3yMC1KsTwh0ceXdIe4QQAQ,Lauren Spencer Smith,Fingers Crossed,Fingers Crossed,81,175344,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,4,singer-songwriter
Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,1/5/2022,TCAFY2118876,"1,783",34.5,437029775.0,67.0,60320365.0,261236772.0,0,5TX28ct4JQjGSla3OPM87a,Lauren Spencer Smith,Autumn Vibes 2022,Fingers Crossed,0,175344,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,4,singer-songwriter
Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,1/5/2022,TCAFY2118876,"1,783",34.5,437029775.0,67.0,60320365.0,261236772.0,0,2cmyKUsMTBi9j2t3uByzfB,Lauren Spencer Smith,Отново на училище,Fingers Crossed,0,175344,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,4,singer-songwriter
Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,1/5/2022,TCAFY2118876,"1,783",34.5,437029775.0,67.0,60320365.0,261236772.0,0,3jRmcAEx2MruyBYjaOwc51,Lauren Spencer Smith,LUGNA HITS,Fingers Crossed,1,175344,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,4,singer-songwriter
Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,1/5/2022,TCAFY2118876,"1,783",34.5,437029775.0,67.0,60320365.0,261236772.0,0,5FXYwdQivbaBa74NC1ibEo,Lauren Spencer Smith,LUGNA LÅTAR,Fingers Crossed,1,175344,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,4,singer-songwriter
Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,1/5/2022,TCAFY2118876,"1,783",34.5,437029775.0,67.0,60320365.0,261236772.0,0,5yypk7EZvpqDCYSAVIHFJ3,Lauren Spencer Smith,Sad Love Songs 2022,Fingers Crossed,2,175344,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,4,singer-songwriter
How Far I'll Go,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),11/18/2016,USWD11677855,"1,793",34.4,611088459.0,67.0,1505578850.0,149410833.0,0,1ERshJBUZysordGDZr5B3t,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),How Far I'll Go,49,163386,False,0.571,0.307,1,-10.958,0,0.0499,0.649,0.0,0.178,0.108,83.72,4,disney
In the End,Linkin Park,Hybrid Theory (Bonus Track Version),10/24/2000,USWB10002407,"1,803",34.3,2045512421.0,82.0,2375021286.0,729532806.0,0,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,Hybrid Theory (Bonus Edition),In the End,85,216880,False,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4,alternative
In the End,Linkin Park,Hybrid Theory (Bonus Track Version),10/24/2000,USWB10002407,"1,803",34.3,2045512421.0,82.0,2375021286.0,729532806.0,0,6zyrb7dW1IR4Hrc8nXJsln,Linkin Park,Hybrid Theory (20th Anniversary Edition),In the End,54,216800,False,0.555,0.844,3,-6.567,0,0.0553,0.00818,0.0,0.0895,0.464,105.193,4,grunge
In the End,Linkin Park,Hybrid Theory (Bonus Track Version),10/24/2000,USWB10002407,"1,803",34.3,2045512421.0,82.0,2375021286.0,729532806.0,0,7q115ia4fQn9zonjpexWsY,Linkin Park,Hybrid Theory,In the End,48,216880,False,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4,grunge
Hecha Pa' Mi,Boza,Mas Negro Que Rojo,7/31/2020,USSD12000196,"1,797",34.3,627556563.0,67.0,315121318.0,829202200.0,0,3VvA1wSxukMLsvXoXtlwWx,Boza,Más Negro Que Rojo,Hecha Pa' Mi,75,186133,False,0.725,0.756,4,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07,4,latino
Calling My Spirit,Kodak Black,Calling My Spirit,11/30/2018,USAT21812416,"1,799",34.3,298721490.0,59.0,162438129.0,13981094.0,1,5oibpY8nzNR2uCPKMzLeK0,Kodak Black,Walk in the Park Rap,Calling My Spirit,0,152000,False,0.918,0.362,1,-9.943,1,0.0905,0.116,0.0,0.263,0.744,120.007,4,hip-hop
Calling My Spirit,Kodak Black,Calling My Spirit,11/30/2018,USAT21812416,"1,799",34.3,298721490.0,59.0,162438129.0,13981094.0,1,74w5vyOFuin2Zu4GsP8paJ,Kodak Black,Rap Ice,Calling My Spirit,0,152000,True,0.909,0.365,1,-9.954,1,0.0938,0.0996,0.0,0.261,0.739,119.983,4,hip-hop
Everybody Dies In Their Nightmares,XXXTENTACION,17,8/25/2017,USUYG1156894,"1,812",34.2,1590659204.0,77.0,567076854.0,616913553.0,1,3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,17,Everybody Dies In Their Nightmares,85,95466,True,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,4,emo
Ho Hey,The Lumineers,The Lumineers,1/1/2012,USDMG1260805,"1,818",34.1,1273869800.0,76.0,370952126.0,172101115.0,0,1K3LRUEcUz5FMtPYyg0F45,The Lumineers,The Lumineers (Deluxe Edition),Ho Hey,79,163133,False,0.682,0.471,0,-9.182,1,0.0301,0.765,0.0,0.0908,0.421,79.907,4,folk
Save Your Tears,The Weeknd,After Hours (Deluxe),3/20/2020,USUG12000669,"1,827",34.0,1995511952.0,49.0,,,1,5QO79kh1waicV47BqGRL3g,The Weeknd,After Hours,Save Your Tears,89,215626,True,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,4,pop
Bijlee Bijlee,Harrdy Sandhu,Bijlee Bijlee - Single,10/30/2021,INUM72100076,"1,832",34.0,185690034.0,62.0,653915314.0,52219515.0,0,1iZLpuGMr4tn1F5bZu32Kb,Harrdy Sandhu,Bijlee Bijlee,Bijlee Bijlee,74,168450,False,0.795,0.67,1,-5.313,0,0.143,0.269,0.0,0.0733,0.643,100.004,4,pop
Diamonds,Sam Smith,Diamonds,9/17/2020,GBUM72002531,"1,835",33.9,411109963.0,58.0,205575225.0,254269639.0,0,3tj1y5eQNFMcXnkH0AcXTm,Sam Smith,pov: it's 2020,Diamonds,3,213869,False,0.653,0.667,10,-6.764,0,0.0423,0.154,0.0,0.107,0.556,104.181,4,dance
Do I Wanna Know?,Arctic Monkeys,AM,1/1/2013,GBCEL1300362,"1,837",33.9,2188592950.0,81.0,457550865.0,71629637.0,0,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,AM,Do I Wanna Know?,88,272394,False,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,garage
Do I Wanna Know?,Arctic Monkeys,AM,1/1/2013,GBCEL1300362,"1,837",33.9,2188592950.0,81.0,457550865.0,71629637.0,0,7xmwLmkoWpghkq8jyEhtbx,Arctic Monkeys,Do I Wanna Know?,Do I Wanna Know?,54,273424,False,0.535,0.574,2,-6.865,0,0.0372,0.35,9.96e-05,0.12,0.445,84.984,4,garage
Another Love,Tom Odell,Songs from Another Love,1/1/2012,GBARL1300107,"1,842",33.9,2444335468.0,83.0,996981745.0,714451407.0,1,3JvKfv6T31zO0ini8iNItO,Tom Odell,Long Way Down (Deluxe),Another Love,93,244360,True,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4,chill
Another Love,Tom Odell,Songs from Another Love,1/1/2012,GBARL1300107,"1,842",33.9,2444335468.0,83.0,996981745.0,714451407.0,1,5FKnuwsKf7YFpmhA5Wnl0q,Tom Odell,Songs from Another Love,Another Love,67,250973,True,0.443,0.54,4,-8.536,0,0.04,0.697,1.04e-05,0.102,0.133,119.161,4,chill
As If It's Your Last,BLACKPINK,As If It's Your Last,6/22/2017,KRA401700174,"1,858",33.7,594775179.0,70.0,1658892938.0,716217499.0,0,4ZxOuNHhpyOj4gv52MtQpT,BLACKPINK,As If It's Your Last,As If It's Your Last,77,213264,False,0.786,0.852,8,-2.687,1,0.0813,0.0687,0.0,0.0759,0.455,125.036,4,k-pop
Look At Me!,XXXTENTACION,Look At Me!,2/20/2017,USUYG1131080,"1,864",33.7,1432465000.0,75.0,529846128.0,2685984395.0,1,7floNISpH8VF4z4459Qo18,XXXTENTACION,Look At Me!,Look At Me!,82,126345,True,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4,emo
Look At Me!,XXXTENTACION,Look At Me!,2/20/2017,USUYG1131080,"1,864",33.7,1432465000.0,75.0,529846128.0,2685984395.0,1,6eYxmK9fdL4hwLnXG2zY3s,XXXTENTACION,Revenge,Look At Me!,61,126345,True,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4,emo
Look At Me!,XXXTENTACION,Look At Me!,2/20/2017,USUYG1131080,"1,864",33.7,1432465000.0,75.0,529846128.0,2685984395.0,1,1m5HcIPX2T3wSoiHWhgwpA,XXXTENTACION,Look At Me!,Look At Me!,56,139311,False,0.735,0.58,1,-6.478,1,0.341,0.0372,0.0,0.153,0.253,139.065,4,emo
"break up with your girlfriend, i'm bored",Ariana Grande,"thank u, next",2/8/2019,USUM71900409,"1,857",33.7,975281654.0,69.0,672090558.0,218317192.0,1,4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,"thank u, next","break up with your girlfriend, i'm bored",78,190440,True,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,4,dance
Shaky Shaky,Daddy Yankee,Shaky Shaky,4/8/2016,US2BU1600020,"1,872",33.6,355833360.0,57.0,1841152614.0,580818135.0,0,4u9jtJXU6fAbBBmWL6VB0E,Daddy Yankee,Perreo Tenebroso Vol. 5,Shaky Shaky,0,234320,False,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,4,hip-hop
Shaky Shaky,Daddy Yankee,Shaky Shaky,4/8/2016,US2BU1600020,"1,872",33.6,355833360.0,57.0,1841152614.0,580818135.0,0,37i4ehp6JPOenvQQEcoYv7,Daddy Yankee,Noche de Halloween Latino,Shaky Shaky,3,234320,False,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,4,latin
Shaky Shaky,Daddy Yankee,Shaky Shaky,4/8/2016,US2BU1600020,"1,872",33.6,355833360.0,57.0,1841152614.0,580818135.0,0,7gcMKL3lnDxsp4bIXyv6Zk,Daddy Yankee,Shaky Shaky,Shaky Shaky,65,234320,False,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,4,latino
El Amante,Nicky Jam,El Amante,1/1/2017,USSD11600415,"1,870",33.6,583299836.0,64.0,1463687327.0,107045562.0,0,3umS4y3uQDkqekNjVpiRUs,Nicky Jam,Fénix,El Amante,69,219506,False,0.683,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,0.732,179.91,4,latino
Way down We Go,KALEO,Way Down We Go,8/7/2015,USAT21502122,"1,879",33.5,1086861259.0,79.0,836662907.0,4201171109.0,0,0y1QJc3SJVPKJ1OvFmFqe6,KALEO,A/B,Way down We Go,78,213706,False,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4,alt-rock
Way down We Go,KALEO,Way Down We Go,8/7/2015,USAT21502122,"1,879",33.5,1086861259.0,79.0,836662907.0,4201171109.0,0,5WTKiRTdoDk07YJOP7y8DU,KALEO,It's You - Fresh Hits,Way Down We Go,2,213706,False,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alt-rock
Way down We Go,KALEO,Way Down We Go,8/7/2015,USAT21502122,"1,879",33.5,1086861259.0,79.0,836662907.0,4201171109.0,0,3U6726RPDdw6JshdT9fGFM,KALEO,Relaxing Pop,Way Down We Go,1,213706,False,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alt-rock
Way down We Go,KALEO,Way Down We Go,8/7/2015,USAT21502122,"1,879",33.5,1086861259.0,79.0,836662907.0,4201171109.0,0,3KKmCToTNy7Mnvkd9k0vVR,KALEO,Timeless Rock Hits,Way Down We Go,1,213706,False,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alt-rock
Way down We Go,KALEO,Way Down We Go,8/7/2015,USAT21502122,"1,879",33.5,1086861259.0,79.0,836662907.0,4201171109.0,0,0jpH3aJTsu8PNTHO5TzWPv,KALEO,La Fine dell'Estate,Way Down We Go,0,213706,False,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alt-rock
Way down We Go,KALEO,Way Down We Go,8/7/2015,USAT21502122,"1,879",33.5,1086861259.0,79.0,836662907.0,4201171109.0,0,7aUuoq4oMfLxaLa5GVUDHi,KALEO,Way down We Go,Way down We Go,64,219560,False,0.59,0.578,10,-5.798,0,0.0528,0.612,0.000162,0.0837,0.264,81.663,4,alt-rock
PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),3/25/2016,USRC11600042,"1,883",33.5,1320205697.0,71.0,1389678876.0,191249307.0,1,0PDUDa38GO8lMxLCRc4lL1,ZAYN,Mind Of Mine (Deluxe Edition),PILLOWTALK,78,202746,True,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,4,dance
Libaas,Kaka,Libaas,11/19/2020,INS402000018,"1,889",33.4,76630812.0,51.0,964253382.0,99450429.0,0,0vqw3BCyNr3DDVBmjD21H8,Kaka,Libaas,Libaas,65,267029,False,0.794,0.753,10,-3.112,1,0.0609,0.543,0.0,0.12,0.906,159.965,4,pop
Un Coco,Bad Bunny,Un Verano Sin Ti,5/6/2022,QM6MZ2214892,"1,904",33.2,534736940.0,73.0,243635144.0,327984369.0,0,6VrQTLzzuyGIYjUDe4kAZk,Bad Bunny,Un Verano Sin Ti,Un Coco,87,196412,False,0.839,0.69,11,-4.464,1,0.0615,0.207,8.33e-06,0.176,0.744,151.991,4,latino
Love You So,The King Khan & BBQ Show,The King Khan & BBQ Show,1/1/2005,USA3D0700101,"1,918",33.1,16326628.0,44.0,7603329.0,214843956590.0,0,5rwQGBi5mdmU7dqNM7x9Oo,The King Khan & BBQ Show,Love You So,Love You So,58,225880,False,0.398,0.909,5,-2.493,1,0.0593,0.714,0.000553,0.286,0.644,115.162,4,blues
Cheap Thrills,Sia,This Is Acting,1/29/2016,USRC11600201,"1,924",33.0,699374947.0,72.0,1299039980.0,6409931590.0,0,27SdWb2rFzO6GWiYDBTD9j,Sia,This Is Acting,Cheap Thrills,78,211666,False,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,dance
ON,BTS,MAP OF THE SOUL : 7,2/21/2020,QM4TX2001949,"1,939",32.9,452491920.0,64.0,945639729.0,359662248.0,0,0fZRNhPJ4AGmwY7rkpdbqK,BTS,MAP OF THE SOUL : 7,ON,74,246380,False,0.583,0.817,9,-5.146,0,0.099,0.118,0.0,0.338,0.437,105.935,4,k-pop
ON,BTS,MAP OF THE SOUL : 7,2/21/2020,QM4TX2001949,"1,939",32.9,452491920.0,64.0,945639729.0,359662248.0,0,0U4hNZFJYNFdEAXZcHbkkc,BTS,Proof,ON,62,246817,False,0.577,0.811,9,-5.146,0,0.117,0.111,0.0,0.346,0.456,105.966,4,k-pop
Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),1/18/2019,GBUM71808052,"1,935",32.9,1016283394.0,68.0,460509010.0,45585575.0,0,5WHTFyqSii0lmT9R21abT8,Mabel,Ivy To Roses (Mixtape),Don't Call Me Up,77,178480,False,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4,edm
Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),1/18/2019,GBUM71808052,"1,935",32.9,1016283394.0,68.0,460509010.0,45585575.0,0,5024So4R2W5xFud82QDAKe,Mabel,Queda poco para la PAES,Don't Call Me Up,0,178480,False,0.636,0.88,9,-2.853,1,0.137,0.296,2.97e-06,0.0793,0.228,98.855,4,edm
Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),1/18/2019,GBUM71808052,"1,935",32.9,1016283394.0,68.0,460509010.0,45585575.0,0,2z7FZQBroe6m4GcJl7Q7eU,Mabel,pov: it's 2019,Don't Call Me Up,0,178480,False,0.636,0.88,9,-2.853,1,0.137,0.296,2.97e-06,0.0793,0.228,98.855,4,edm
Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),1/18/2019,GBUM71808052,"1,935",32.9,1016283394.0,68.0,460509010.0,45585575.0,0,3Ta5ZwFTSBbClZ2ezFjyTy,Mabel,Beginner Ride (Mixtape Vol. 1),Don't Call Me Up,0,178480,False,0.636,0.88,9,-2.853,1,0.137,0.296,2.97e-06,0.0793,0.228,98.855,4,edm
YuNg BrAtZ,XXXTENTACION,Revenge,5/16/2017,USUYG1142051,"1,950",32.6,442472374.0,68.0,99029913.0,437018233.0,1,2ooF4088y5L72c4YTEJQoB,XXXTENTACION,Revenge,YuNg BrAtZ,76,101851,True,0.755,0.695,9,-5.963,1,0.26,0.0179,0.0,0.107,0.493,128.063,4,emo
The Search,NF,The Search,5/30/2019,USUM71907048,"1,951",32.6,582823215.0,69.0,362990075.0,394839659.0,0,2OKo7g3KfmCt3kyLvUAL0g,NF,The Search,The Search,74,248040,False,0.789,0.786,2,-4.788,1,0.297,0.596,0.0,0.0997,0.39,119.957,4,hip-hop
Ay Vamos,J Balvin,Superventas 2015,3/3/2014,MXUM71400922,"1,966",32.5,385438228.0,68.0,2103164374.0,55635484.0,0,6Ges5C2IE738iJh4HyQizQ,J Balvin,La Familia B Sides,Ay Vamos,69,226413,False,0.718,0.711,8,-5.746,0,0.11,0.157,5.54e-05,0.1,0.92,173.916,4,latino
A-O-K,Tai Verdes,A-O-K,5/6/2021,USQX92101406,"1,982",32.4,389915082.0,66.0,12456282.0,3623326028.0,1,1sx0XsWUusUoPstbvokZjP,Tai Verdes,TV,A-O-K,77,173640,True,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,4,indie-pop
A-O-K,Tai Verdes,A-O-K,5/6/2021,USQX92101406,"1,982",32.4,389915082.0,66.0,12456282.0,3623326028.0,1,1v3Ozpbcx2B926aVW0UuXk,Tai Verdes,A-O-K,A-O-K,66,173640,True,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,4,indie-pop
Shotgun,George Ezra,Staying at Tamara's,3/23/2018,GBARL1701372,"1,980",32.4,930662973.0,71.0,473069489.0,114370699.0,0,4ofwffwvvnbSkrMSCKQDaC,George Ezra,Staying at Tamara's,Shotgun,78,201287,False,0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,4,folk
Kiss Me,Dermot Kennedy,Songs of Sonder,9/2/2022,USUG12201963,"1,973",32.4,149237160.0,65.0,60539963.0,52556917.0,0,2hFDO1f9t96wZZdQnn5ejI,Dermot Kennedy,Songs of Sonder,Kiss Me,68,229436,False,0.646,0.863,0,-2.046,0,0.0367,0.00203,0.0,0.0686,0.459,120.08,4,folk
Goosebumps,HVME,Goosebumps,6/12/2020,TCAEW2040509,"1,999",32.3,495274429.0,63.0,78671735.0,354473655.0,1,20McUFi8KCIVdNDLrkTDuZ,HVME,Goosebumps,Goosebumps,75,163208,True,0.767,0.659,1,-7.429,1,0.0444,0.325,0.0,0.13,0.439,124.946,4,house
HP,Maluma,HP,3/1/2019,USSD11900034,"1,997",32.3,614313540.0,64.0,978997170.0,48469382.0,1,1LIqNVhaIgxXUt2eVoIQJ3,Maluma,11:11,HP,72,184435,True,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,4,latino
I'm a Mess,Bebe Rexha,I'm a Mess,6/15/2018,USWB11800739,"1,987",32.3,671869078.0,65.0,686180183.0,184425042.0,0,04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,Expectations,I'm a Mess,74,195519,False,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,4,dance
Un Ratito,Bad Bunny,Un Verano Sin Ti,5/6/2022,QM6MZ2214879,"1,990",32.3,500671737.0,70.0,204437602.0,66367676.0,0,5CzixCxDkRXX9mScCmah8O,Bad Bunny,Un Verano Sin Ti,Un Ratito,87,176936,False,0.787,0.546,0,-7.094,0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,4,latino
FAKE LOVE,BTS,Love Yourself ï¿½ï¿½ï¿½ 'A,8/24/2018,QM6MZ1886138,"2,010",32.1,800203170.0,57.0,1349952981.0,,0,6m1TWFMeon7ai9XLOzdbiR,BTS,Love Yourself 轉 'Tear',FAKE LOVE,76,242333,False,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502,4,k-pop
FAKE LOVE,BTS,Love Yourself ï¿½ï¿½ï¿½ 'A,8/24/2018,QM6MZ1886138,"2,010",32.1,800203170.0,57.0,1349952981.0,,0,6a0gRYXKK0YU69cXaB2RrK,BTS,Love Yourself 結 'Answer',FAKE LOVE,61,242333,False,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502,4,k-pop
FAKE LOVE,BTS,Love Yourself ï¿½ï¿½ï¿½ 'A,8/24/2018,QM6MZ1886138,"2,010",32.1,800203170.0,57.0,1349952981.0,,0,3YspylwDrs1LuzPONbKmAL,BTS,Proof,FAKE LOVE,63,242333,False,0.522,0.714,2,-4.727,0,0.0461,0.00257,0.0,0.304,0.357,154.904,4,k-pop
The Sound Of Silence,Disturbed,The Sound of Silence (CYRIL Remix),1/1/2015,USRE11500180,"2,022",32.1,777947820.0,70.0,1442138188.0,297856843.0,0,6ZvHLqK1T4EVzWx372MHto,Disturbed,Immortalized,The Sound of Silence,41,248466,False,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,4,alternative
Higher Power,Coldplay,Higher Power,5/7/2021,GBAYE2100379,"2,016",32.1,349603788.0,63.0,137534459.0,343629235.0,0,0Cr69H8rDTrwIkJV27sUYj,Coldplay,20's Rock,Higher Power,0,211294,False,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,4,pop
Prohibidox,Feid,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,9/14/2022,USUM72217627,"2,012",32.1,289624210.0,70.0,201168669.0,298398790.0,0,1Kg1pUYOa3mYdQG9zi7SjV,Feid,Bájale como 7500,Prohibidox,7,166253,False,0.647,0.801,1,-2.946,0,0.249,0.0451,0.0,0.0628,0.517,180.108,4,latin
Prohibidox,Feid,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,9/14/2022,USUM72217627,"2,012",32.1,289624210.0,70.0,201168669.0,298398790.0,0,3BK7JmX1P4GSGx5mdG3aiL,Feid,Esto me suena a Farra,Prohibidox,1,166253,False,0.647,0.801,1,-2.946,0,0.249,0.0451,0.0,0.0628,0.517,180.108,4,latin
Prohibidox,Feid,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,9/14/2022,USUM72217627,"2,012",32.1,289624210.0,70.0,201168669.0,298398790.0,0,1gpKOLsFDK1Gga7wnDcNwT,Feid,Clásicos de ahora: Perreo,Prohibidox,0,166253,False,0.647,0.801,1,-2.946,0,0.249,0.0451,0.0,0.0628,0.517,180.108,4,latin
Prohibidox,Feid,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,9/14/2022,USUM72217627,"2,012",32.1,289624210.0,70.0,201168669.0,298398790.0,0,3PpWCS95gDUDRPko3u1MZ9,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Prohibidox,86,166253,False,0.647,0.801,1,-2.946,0,0.249,0.0451,0.0,0.0628,0.517,180.108,4,latino
Joga o Bum Bum Tam Tam,MC Fioti,Bum Bum Tam Tam,6/14/2017,PTVI11700181,"2,019",32.1,191584138.0,34.0,1924788325.0,,1,30GqVivI3eb7OgonUemcjf,MC Fioti,Joga O Bum Bum Tam Tam,Joga O Bum Bum Tam Tam,61,155454,True,0.932,0.485,9,-8.926,1,0.0965,0.609,0.0295,0.141,0.43,131.959,4,funk
soso,Omah Lay,Boy Alone,6/24/2022,USWB12201878,"2,017",32.1,167668390.0,71.0,185746447.0,984682218.0,0,1wADwLSkYhrSmy4vdy6BRn,Omah Lay,Boy Alone,soso,63,183056,False,0.711,0.725,3,-8.315,0,0.0941,0.424,0.129,0.11,0.53,105.016,4,dancehall
You Say,Lauren Daigle,You Say,7/13/2018,US8391800158,"2,033",32.0,542480898.0,68.0,435065136.0,401544074.0,0,6Up545NUflOiXo8cEraH49,Lauren Daigle,Look Up Child,You Say,75,274693,False,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,4,alt-rock
BOOMBAYAH,BLACKPINK,SQUARE ONE,8/8/2016,KRA401600169,"2,024",32.0,534374502.0,68.0,1785015062.0,368912538.0,0,13MF2TYuyfITClL1R2ei6e,BLACKPINK,SQUARE ONE,BOOMBAYAH,77,240793,False,0.661,0.836,5,-3.164,0,0.059,0.00268,0.0,0.497,0.396,124.952,4,k-pop
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),3/24/2021,USSM12100532,"2,067",31.7,1902241314.0,44.0,577007299.0,,0,1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO,MONTERO (Call Me By Your Name),83,137704,True,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,4,hip-hop
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),3/24/2021,USSM12100532,"2,067",31.7,1902241314.0,44.0,577007299.0,,0,67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),79,137875,True,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,4,hip-hop
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,1/1/2010,USCA21001264,"2,084",31.6,1144535829.0,71.0,1604084148.0,592235618.0,0,3kxjFpTR85S7ktQMluiRSD,Katy Perry,Almorzando solo,Last Friday Night (T.G.I.F.),0,230720,False,0.65,0.817,3,-3.826,0,0.0441,0.00124,1.14e-05,0.658,0.728,126.024,4,dance
295,Sidhu Moose Wala,Moosetape,5/15/2021,INU252102408,"2,130",31.2,267897492.0,68.0,677472355.0,98802368.0,0,5W7DOVGQLTigu09afW7QMT,Sidhu Moose Wala,Moosetape,295,78,270000,False,0.557,0.794,11,-5.698,0,0.2,0.179,0.0,0.106,0.432,91.366,4,hip-hop
I'm Yours,Jason Mraz,DDB Hitzone Best Of 2008,1/1/2008,USEE10800667,"2,136",31.1,1878098512.0,72.0,359866287.0,175364993.0,0,1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,80,242946,False,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,4,acoustic
